tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	specimen_class	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	U1361A	318-U1361A-006H_1A-1	318-U1361A-006H_1A-1	318-U1361A-006H_1A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.05	318-U1361A-006H_1A-1.05	318-U1361A-006H_1A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.1	318-U1361A-006H_1A-1.1	318-U1361A-006H_1A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.15	318-U1361A-006H_1A-1.15	318-U1361A-006H_1A-1.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.2	318-U1361A-006H_1A-1.2	318-U1361A-006H_1A-1.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.25	318-U1361A-006H_1A-1.25	318-U1361A-006H_1A-1.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.3	318-U1361A-006H_1A-1.3	318-U1361A-006H_1A-1.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.35	318-U1361A-006H_1A-1.35	318-U1361A-006H_1A-1.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_1A-1.4	318-U1361A-006H_1A-1.4	318-U1361A-006H_1A-1.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.1	318-U1361A-006H_2A-0.1	318-U1361A-006H_2A-0.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.15	318-U1361A-006H_2A-0.15	318-U1361A-006H_2A-0.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.2	318-U1361A-006H_2A-0.2	318-U1361A-006H_2A-0.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.25	318-U1361A-006H_2A-0.25	318-U1361A-006H_2A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.3	318-U1361A-006H_2A-0.3	318-U1361A-006H_2A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.35	318-U1361A-006H_2A-0.35	318-U1361A-006H_2A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.4	318-U1361A-006H_2A-0.4	318-U1361A-006H_2A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.45	318-U1361A-006H_2A-0.45	318-U1361A-006H_2A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.5	318-U1361A-006H_2A-0.5	318-U1361A-006H_2A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.55	318-U1361A-006H_2A-0.55	318-U1361A-006H_2A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.6	318-U1361A-006H_2A-0.6	318-U1361A-006H_2A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.65	318-U1361A-006H_2A-0.65	318-U1361A-006H_2A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.7	318-U1361A-006H_2A-0.7	318-U1361A-006H_2A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.75	318-U1361A-006H_2A-0.75	318-U1361A-006H_2A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.8	318-U1361A-006H_2A-0.8	318-U1361A-006H_2A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.85	318-U1361A-006H_2A-0.85	318-U1361A-006H_2A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.9	318-U1361A-006H_2A-0.9	318-U1361A-006H_2A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-0.95	318-U1361A-006H_2A-0.95	318-U1361A-006H_2A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1	318-U1361A-006H_2A-1	318-U1361A-006H_2A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.05	318-U1361A-006H_2A-1.05	318-U1361A-006H_2A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.1	318-U1361A-006H_2A-1.1	318-U1361A-006H_2A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.15	318-U1361A-006H_2A-1.15	318-U1361A-006H_2A-1.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.2	318-U1361A-006H_2A-1.2	318-U1361A-006H_2A-1.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.25	318-U1361A-006H_2A-1.25	318-U1361A-006H_2A-1.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.3	318-U1361A-006H_2A-1.3	318-U1361A-006H_2A-1.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.35	318-U1361A-006H_2A-1.35	318-U1361A-006H_2A-1.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_2A-1.4	318-U1361A-006H_2A-1.4	318-U1361A-006H_2A-1.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.1	318-U1361A-006H_3A-0.1	318-U1361A-006H_3A-0.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.15	318-U1361A-006H_3A-0.15	318-U1361A-006H_3A-0.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.2	318-U1361A-006H_3A-0.2	318-U1361A-006H_3A-0.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.25	318-U1361A-006H_3A-0.25	318-U1361A-006H_3A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.3	318-U1361A-006H_3A-0.3	318-U1361A-006H_3A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.35	318-U1361A-006H_3A-0.35	318-U1361A-006H_3A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.4	318-U1361A-006H_3A-0.4	318-U1361A-006H_3A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.45	318-U1361A-006H_3A-0.45	318-U1361A-006H_3A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.5	318-U1361A-006H_3A-0.5	318-U1361A-006H_3A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.55	318-U1361A-006H_3A-0.55	318-U1361A-006H_3A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.6	318-U1361A-006H_3A-0.6	318-U1361A-006H_3A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.65	318-U1361A-006H_3A-0.65	318-U1361A-006H_3A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.7	318-U1361A-006H_3A-0.7	318-U1361A-006H_3A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.75	318-U1361A-006H_3A-0.75	318-U1361A-006H_3A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.8	318-U1361A-006H_3A-0.8	318-U1361A-006H_3A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.85	318-U1361A-006H_3A-0.85	318-U1361A-006H_3A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.9	318-U1361A-006H_3A-0.9	318-U1361A-006H_3A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-0.95	318-U1361A-006H_3A-0.95	318-U1361A-006H_3A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1	318-U1361A-006H_3A-1	318-U1361A-006H_3A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.05	318-U1361A-006H_3A-1.05	318-U1361A-006H_3A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.1	318-U1361A-006H_3A-1.1	318-U1361A-006H_3A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.15	318-U1361A-006H_3A-1.15	318-U1361A-006H_3A-1.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.2	318-U1361A-006H_3A-1.2	318-U1361A-006H_3A-1.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.25	318-U1361A-006H_3A-1.25	318-U1361A-006H_3A-1.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.3	318-U1361A-006H_3A-1.3	318-U1361A-006H_3A-1.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.35	318-U1361A-006H_3A-1.35	318-U1361A-006H_3A-1.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_3A-1.4	318-U1361A-006H_3A-1.4	318-U1361A-006H_3A-1.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.25	318-U1361A-006H_4A-0.25	318-U1361A-006H_4A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.3	318-U1361A-006H_4A-0.3	318-U1361A-006H_4A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.35	318-U1361A-006H_4A-0.35	318-U1361A-006H_4A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.4	318-U1361A-006H_4A-0.4	318-U1361A-006H_4A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.45	318-U1361A-006H_4A-0.45	318-U1361A-006H_4A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.5	318-U1361A-006H_4A-0.5	318-U1361A-006H_4A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.55	318-U1361A-006H_4A-0.55	318-U1361A-006H_4A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.6	318-U1361A-006H_4A-0.6	318-U1361A-006H_4A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.65	318-U1361A-006H_4A-0.65	318-U1361A-006H_4A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.7	318-U1361A-006H_4A-0.7	318-U1361A-006H_4A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.75	318-U1361A-006H_4A-0.75	318-U1361A-006H_4A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.8	318-U1361A-006H_4A-0.8	318-U1361A-006H_4A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.85	318-U1361A-006H_4A-0.85	318-U1361A-006H_4A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.9	318-U1361A-006H_4A-0.9	318-U1361A-006H_4A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-0.95	318-U1361A-006H_4A-0.95	318-U1361A-006H_4A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1	318-U1361A-006H_4A-1	318-U1361A-006H_4A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.05	318-U1361A-006H_4A-1.05	318-U1361A-006H_4A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.1	318-U1361A-006H_4A-1.1	318-U1361A-006H_4A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.15	318-U1361A-006H_4A-1.15	318-U1361A-006H_4A-1.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.2	318-U1361A-006H_4A-1.2	318-U1361A-006H_4A-1.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.25	318-U1361A-006H_4A-1.25	318-U1361A-006H_4A-1.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.3	318-U1361A-006H_4A-1.3	318-U1361A-006H_4A-1.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.35	318-U1361A-006H_4A-1.35	318-U1361A-006H_4A-1.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_4A-1.4	318-U1361A-006H_4A-1.4	318-U1361A-006H_4A-1.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.1	318-U1361A-006H_5A-0.1	318-U1361A-006H_5A-0.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.15	318-U1361A-006H_5A-0.15	318-U1361A-006H_5A-0.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.2	318-U1361A-006H_5A-0.2	318-U1361A-006H_5A-0.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.25	318-U1361A-006H_5A-0.25	318-U1361A-006H_5A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.3	318-U1361A-006H_5A-0.3	318-U1361A-006H_5A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.35	318-U1361A-006H_5A-0.35	318-U1361A-006H_5A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.4	318-U1361A-006H_5A-0.4	318-U1361A-006H_5A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.45	318-U1361A-006H_5A-0.45	318-U1361A-006H_5A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.5	318-U1361A-006H_5A-0.5	318-U1361A-006H_5A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.55	318-U1361A-006H_5A-0.55	318-U1361A-006H_5A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.6	318-U1361A-006H_5A-0.6	318-U1361A-006H_5A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.65	318-U1361A-006H_5A-0.65	318-U1361A-006H_5A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.7	318-U1361A-006H_5A-0.7	318-U1361A-006H_5A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.75	318-U1361A-006H_5A-0.75	318-U1361A-006H_5A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.8	318-U1361A-006H_5A-0.8	318-U1361A-006H_5A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.85	318-U1361A-006H_5A-0.85	318-U1361A-006H_5A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.9	318-U1361A-006H_5A-0.9	318-U1361A-006H_5A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-0.95	318-U1361A-006H_5A-0.95	318-U1361A-006H_5A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1	318-U1361A-006H_5A-1	318-U1361A-006H_5A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.05	318-U1361A-006H_5A-1.05	318-U1361A-006H_5A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.1	318-U1361A-006H_5A-1.1	318-U1361A-006H_5A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.25	318-U1361A-006H_5A-1.25	318-U1361A-006H_5A-1.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.3	318-U1361A-006H_5A-1.3	318-U1361A-006H_5A-1.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.35	318-U1361A-006H_5A-1.35	318-U1361A-006H_5A-1.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_5A-1.4	318-U1361A-006H_5A-1.4	318-U1361A-006H_5A-1.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.1	318-U1361A-006H_6A-0.1	318-U1361A-006H_6A-0.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.15	318-U1361A-006H_6A-0.15	318-U1361A-006H_6A-0.15	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.2	318-U1361A-006H_6A-0.2	318-U1361A-006H_6A-0.2	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.25	318-U1361A-006H_6A-0.25	318-U1361A-006H_6A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.3	318-U1361A-006H_6A-0.3	318-U1361A-006H_6A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.35	318-U1361A-006H_6A-0.35	318-U1361A-006H_6A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.4	318-U1361A-006H_6A-0.4	318-U1361A-006H_6A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.45	318-U1361A-006H_6A-0.45	318-U1361A-006H_6A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.5	318-U1361A-006H_6A-0.5	318-U1361A-006H_6A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.55	318-U1361A-006H_6A-0.55	318-U1361A-006H_6A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.6	318-U1361A-006H_6A-0.6	318-U1361A-006H_6A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.65	318-U1361A-006H_6A-0.65	318-U1361A-006H_6A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.7	318-U1361A-006H_6A-0.7	318-U1361A-006H_6A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.75	318-U1361A-006H_6A-0.75	318-U1361A-006H_6A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.8	318-U1361A-006H_6A-0.8	318-U1361A-006H_6A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_6A-0.85	318-U1361A-006H_6A-0.85	318-U1361A-006H_6A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.1	318-U1361A-006H_7A-0.1	318-U1361A-006H_7A-0.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.25	318-U1361A-006H_7A-0.25	318-U1361A-006H_7A-0.25	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.3	318-U1361A-006H_7A-0.3	318-U1361A-006H_7A-0.3	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.35	318-U1361A-006H_7A-0.35	318-U1361A-006H_7A-0.35	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.4	318-U1361A-006H_7A-0.4	318-U1361A-006H_7A-0.4	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.45	318-U1361A-006H_7A-0.45	318-U1361A-006H_7A-0.45	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.5	318-U1361A-006H_7A-0.5	318-U1361A-006H_7A-0.5	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.55	318-U1361A-006H_7A-0.55	318-U1361A-006H_7A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.6	318-U1361A-006H_7A-0.6	318-U1361A-006H_7A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.65	318-U1361A-006H_7A-0.65	318-U1361A-006H_7A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.7	318-U1361A-006H_7A-0.7	318-U1361A-006H_7A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.75	318-U1361A-006H_7A-0.75	318-U1361A-006H_7A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.8	318-U1361A-006H_7A-0.8	318-U1361A-006H_7A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.85	318-U1361A-006H_7A-0.85	318-U1361A-006H_7A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.9	318-U1361A-006H_7A-0.9	318-U1361A-006H_7A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-0.95	318-U1361A-006H_7A-0.95	318-U1361A-006H_7A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-1	318-U1361A-006H_7A-1	318-U1361A-006H_7A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-1.05	318-U1361A-006H_7A-1.05	318-U1361A-006H_7A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-006H_7A-1.1	318-U1361A-006H_7A-1.1	318-U1361A-006H_7A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H-1-W-100	318-U1361A-007H-1-W-100	318-U1361A-007H-1-W-100	Sedimentary	Not Specified	Sediment Layer	0.007	0.0048547
This study	U1361A	318-U1361A-007H-1-W-100a	318-U1361A-007H-1-W-100a	318-U1361A-007H-1-W-100a	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer		
This study	U1361A	318-U1361A-007H-2-W-110	318-U1361A-007H-2-W-110	318-U1361A-007H-2-W-110	Sedimentary	Not Specified	Sediment Layer	0.007	0.0052435
This study	U1361A	318-U1361A-007H-3-W-135	318-U1361A-007H-3-W-135	318-U1361A-007H-3-W-135	Sedimentary	Not Specified	Sediment Layer	0.007	0.0058449
This study	U1361A	318-U1361A-007H-3-W-135a	318-U1361A-007H-3-W-135a	318-U1361A-007H-3-W-135a	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	0.007	0.000307225
This study	U1361A	318-U1361A-007H-4-W-42	318-U1361A-007H-4-W-42	318-U1361A-007H-4-W-42	Sedimentary	Not Specified	Sediment Layer	0.007	0.0060565
This study	U1361A	318-U1361A-007H-4-W-42a	318-U1361A-007H-4-W-42a	318-U1361A-007H-4-W-42a	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer	0.007	0.00037858
This study	U1361A	318-U1361A-007H-5-W-110	318-U1361A-007H-5-W-110	318-U1361A-007H-5-W-110	Sedimentary	Not Specified	Sediment Layer	0.007	0.0062271
This study	U1361A	318-U1361A-007H-6-W-23	318-U1361A-007H-6-W-23	318-U1361A-007H-6-W-23	Sedimentary	Not Specified	Sediment Layer	0.007	0.0063971
This study	U1361A	318-U1361A-007H-7-W-20	318-U1361A-007H-7-W-20	318-U1361A-007H-7-W-20	Sedimentary	Not Specified	Sediment Layer	0.007	0.0056785
This study	U1361A	318-U1361A-007H-7-W-20a	318-U1361A-007H-7-W-20a	318-U1361A-007H-7-W-20a	Sedimentary	Silicate-Clay:Silty Clay	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.55	318-U1361A-007H_1A-0.55	318-U1361A-007H_1A-0.55	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.6	318-U1361A-007H_1A-0.6	318-U1361A-007H_1A-0.6	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.65	318-U1361A-007H_1A-0.65	318-U1361A-007H_1A-0.65	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.7	318-U1361A-007H_1A-0.7	318-U1361A-007H_1A-0.7	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.75	318-U1361A-007H_1A-0.75	318-U1361A-007H_1A-0.75	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.8	318-U1361A-007H_1A-0.8	318-U1361A-007H_1A-0.8	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.85	318-U1361A-007H_1A-0.85	318-U1361A-007H_1A-0.85	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.9	318-U1361A-007H_1A-0.9	318-U1361A-007H_1A-0.9	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-0.95	318-U1361A-007H_1A-0.95	318-U1361A-007H_1A-0.95	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-1	318-U1361A-007H_1A-1	318-U1361A-007H_1A-1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-1.05	318-U1361A-007H_1A-1.05	318-U1361A-007H_1A-1.05	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-1.1	318-U1361A-007H_1A-1.1	318-U1361A-007H_1A-1.1	Sedimentary	Not Specified	Sediment Layer		
This study	U1361A	318-U1361A-007H_1A-1.15	318-U1361A-007H_1A-1.15	318-U1361A-007H_1A-1.15	Sedimentary	Not Specified	Sediment Layer		
