tab 	specimens
aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
0.3353299:0.3342004:0.3304697:-0.0003:-0.0001316:-0.0002209	192	0.0003522	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-016H-3-W-60		318-U1361A-016H-3-W-60
0.3394295:0.3357492:0.3248213:0.0001753:0.0003872:0.0011697	192	0.0001316	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-016H-4-W-60		318-U1361A-016H-4-W-60
0.3344547:0.3337113:0.331834:0.0001859:0.0006284:0.0008292	192	0.0001326	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-016H-5-W-60		318-U1361A-016H-5-W-60
0.334887:0.3347511:0.3303618:0.0001041:0.0008083:0.0007019	192	0.000232	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-016H-6-W-60		318-U1361A-016H-6-W-60
0.337599:0.3364558:0.3259452:0.0001752:0.0000655:0.0004259	192	0.0001136	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-016H-7-W-33		318-U1361A-016H-7-W-33
0.3368576:0.3351169:0.3280254:0.000587:-0.0033787:-0.0012534	192	0.0001843	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-1-W-58		318-U1361A-017X-1-W-58
0.3321576:0.3335094:0.334333:-0.0000024:-0.0013344:-0.0008249	192	0.0002079	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-2-W-58		318-U1361A-017X-2-W-58
0.3344276:0.332908:0.3326644:-0.0001335:-0.0026522:0.0011268	192	0.0003208	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-3-W-58		318-U1361A-017X-3-W-58
0.3378022:0.3380974:0.3241004:0.0003904:-0.0020114:0.0012454	192	0.0006267	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-4-W-58		318-U1361A-017X-4-W-58
0.3425824:0.3381351:0.3192825:0.0007053:-0.0001536:-0.0024937	192	0.0003773	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-5-W-58		318-U1361A-017X-5-W-58
0.336945:0.3359333:0.3271217:-0.000531:-0.0035091:-0.0002693	192	0.0005372	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-017X-6-W-58		318-U1361A-017X-6-W-58
0.3411355:0.3431934:0.3156711:0.0006008:-0.0007462:-0.0010528	192	0.0002585	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-018X-2-W-89		318-U1361A-018X-2-W-89
0.337511:0.3347345:0.3277545:0.0020484:-0.0036422:-0.0013113	192	0.0001781	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-018X-3-W-89		318-U1361A-018X-3-W-89
0.3369481:0.3349409:0.328111:-0.0000804:-0.0044729:0.0035037	192	0.0001455	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-018X-4-W-89		318-U1361A-018X-4-W-89
0.3361047:0.3358974:0.3279979:-0.0001863:-0.0000117:0.0004779	192	0.0005305	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-018X-5-W-89		318-U1361A-018X-5-W-89
0.3356255:0.3350217:0.3293528:0.0001604:0.0003981:0.0007603	192	0.0003989	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-018X-6-W-89		318-U1361A-018X-6-W-89
0.3347468:0.3352783:0.329975:0.0002828:0.0006812:-0.0007482	192	0.0007747	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-1-W-142		318-U1361A-020X-1-W-142
0.338334:0.3380277:0.3236383:0.0001623:0.0000533:-0.0003607	192	0.0004901	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-1-W-37		318-U1361A-020X-1-W-37
0.3342358:0.3352181:0.3305461:0.0002249:-0.0010106:0.0014792	192	0.0006541	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-2-W-10		318-U1361A-020X-2-W-10
0.33349:0.3333541:0.3331559:-0.0001206:0.0001908:-0.000176	192	0.0006722	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-2-W-33		318-U1361A-020X-2-W-33
0.3334446:0.3330913:0.3334641:-0.0002843:-0.000679:0.0009932	192	0.0005202	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-3-W-10		318-U1361A-020X-3-W-10
0.3363017:0.3348383:0.32886:0.0000863:-0.0001844:-0.0010412	192	0.0003509	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-3-W-92		318-U1361A-020X-3-W-92
0.3338596:0.3338374:0.3323029:-0.0000088:0.0005794:-0.0003575	192	0.0003439	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-4-W-10		318-U1361A-020X-4-W-10
0.3357635:0.3356959:0.3285406:0.000175:-0.0000066:0.0002551	192	0.0004395	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-4-W-91		318-U1361A-020X-4-W-91
0.3339566:0.3346666:0.3313769:-0.0007732:-0.0007067:-0.0000188	192	0.0006159	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-5-W-20		318-U1361A-020X-5-W-20
0.3354424:0.3349232:0.3296344:0.0001444:0.0008608:0.0002379	192	0.0004076	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-020X-5-W-48		318-U1361A-020X-5-W-48
0.3365981:0.3329117:0.3304902:-0.0010785:0.0002351:0.0029069	192	0.0001008	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-1-W-105		318-U1361A-022X-1-W-105
0.3346192:0.3343819:0.3309988:-0.0003224:-0.0012475:-0.0013829	192	0.0004794	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-2-W-108		318-U1361A-022X-2-W-108
0.336277:0.3346713:0.3290517:0.0005307:0.0008428:0.000456	192	0.0004504	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-2-W-110		318-U1361A-022X-2-W-110
0.335226:0.3331615:0.3316125:-0.0010229:-0.0014887:-0.0010196	192	0.0001505	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-3-W-114		318-U1361A-022X-3-W-114
0.3331858:0.3339584:0.3328558:0.0003005:-0.0008533:0.0004335	192	0.0003492	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-3-W-93		318-U1361A-022X-3-W-93
0.3356944:0.3339189:0.3303867:0.0005289:-0.002199:-0.0001771	192	0.0003571	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-4-W-115		318-U1361A-022X-4-W-115
0.3325686:0.3356586:0.3317727:-0.0012982:0.0008198:0.0028617	192	0.0004124	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-5-W-20		318-U1361A-022X-5-W-20
0.3375707:0.3338666:0.3285627:-0.0000688:0.0003062:-0.0018658	192	0.0002708	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-022X-6-W-23		318-U1361A-022X-6-W-23
0.3330932:0.3318843:0.3350225:0.0003775:-0.0002672:-0.0013094	192	0.0001116	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-1-W-75		318-U1361A-023X-1-W-75
0.3352819:0.3335792:0.3311389:-0.000342:-0.0001262:-0.0015783	192	0.0001395	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-2-W-79		318-U1361A-023X-2-W-79
0.3347451:0.3336197:0.3316352:-0.0003574:-0.0025111:0.0012557	192	0.0001242	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-3-W-65		318-U1361A-023X-3-W-65
0.3339746:0.3331199:0.3329055:0.0002769:-0.000133:-0.0005978	192	0.0004455	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-4-W-71		318-U1361A-023X-4-W-71
0.3356912:0.3363558:0.327953:0.0033297:0.0012887:-0.0002506	192	0.0003564	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-5-W-92		318-U1361A-023X-5-W-92
0.3352089:0.3370798:0.3277113:0.0015547:-0.0062176:-0.0014469	192	0.000159	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-6-W-58		318-U1361A-023X-6-W-58
0.3345665:0.3396313:0.3258023:-0.000009:-0.0029729:-0.0000594	192	0.0001956	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-6-W-91		318-U1361A-023X-6-W-91
0.3347667:0.3336972:0.3315361:0.0002003:-0.0003091:0.0014571	192	0.0004242	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-7-W-18		318-U1361A-023X-7-W-18
0.3359025:0.3356214:0.3284761:-0.0000282:-0.0010057:-0.0006223	192	0.0003827	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-023X-7-W-48		318-U1361A-023X-7-W-48
0.3349889:0.3344082:0.3306029:0.0000414:0.0000758:-0.0001235	192	0.0003772	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-024X-1-W-131		318-U1361A-024X-1-W-131
0.3399588:0.3339116:0.3261296:0.0034075:-0.0014947:-0.009563	192	0.0001833	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-024X-2-W-97		318-U1361A-024X-2-W-97
0.3335684:0.3334434:0.3329882:0.0010156:-0.0027431:-0.0012765	192	0.0002962	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-1-W-103		318-U1361A-025X-1-W-103
0.3355059:0.3351107:0.3293833:0.0020689:-0.0014839:0.0012637	192	0.0003812	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-2-W-112		318-U1361A-025X-2-W-112
0.3346162:0.3356903:0.3296935:0.0002993:-0.0012393:-0.000268	192	0.0003736	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-3-W-32		318-U1361A-025X-3-W-32
0.337118:0.3375986:0.3252833:0.0004664:0.0009448:-0.0010587	192	0.0002645	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-5-W-60		318-U1361A-025X-5-W-60
0.3361866:0.3318235:0.3319898:-0.0005461:-0.0019336:0.0010634	192	0.0001341	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-6-W-60		318-U1361A-025X-6-W-60
0.3400079:0.3428372:0.3171549:0.00595:-0.0011625:0.0072163	192	0.0003973	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-025X-7-W-21		318-U1361A-025X-7-W-21
0.334973:0.3330342:0.3319928:-0.0005606:-0.0005063:-0.0005027	192	0.0004723	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-1-W-146		318-U1361A-026X-1-W-146
0.3353142:0.3355713:0.3291146:0.0010327:0.0005978:0.000525	192	0.0006309	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-1-W-47		318-U1361A-026X-1-W-47
0.3445627:0.3348139:0.3206234:0.0083442:-0.0008253:-0.0001343	192	0.0005574	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-2-W-41		318-U1361A-026X-2-W-41
0.3318325:0.3373233:0.3308443:-0.0002021:-0.0038281:-0.0033043	192	0.0005086	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-3-W-113		318-U1361A-026X-3-W-113
0.3325682:0.3346408:0.332791:-0.0009942:0.0011387:0.0004569	192	0.0004412	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-4-W-33		318-U1361A-026X-4-W-33
0.3357849:0.3346124:0.3296028:0.000998:-0.0029058:0.0023915	192	0.0004363	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-5-W-132		318-U1361A-026X-5-W-132
0.3368939:0.3375161:0.32559:0.0003954:-0.0040526:-0.0038325	192	0.0002523	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-5-W-18		318-U1361A-026X-5-W-18
0.3566501:0.3481411:0.2952089:0.0040551:0.0131262:0.0030876	192	0.0002842	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-6-W-116		318-U1361A-026X-6-W-116
0.3409766:0.3361562:0.3228672:0.0020939:0.0018075:-0.0016882	192	0.0002475	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-026X-6-W-80		318-U1361A-026X-6-W-80
0.3336455:0.3309377:0.3354168:-0.0040439:0.0010728:0.0037591	192	0.000225	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-1-W-125		318-U1361A-027X-1-W-125
0.3337592:0.3323675:0.3338732:0.0011569:-0.00388:-0.0031689	192	0.0001569	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-2-W-60		318-U1361A-027X-2-W-60
0.3339565:0.3334788:0.3325647:0.0003757:0.0000127:-0.0009061	192	0.0005763	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-3-W-114		318-U1361A-027X-3-W-114
0.3341135:0.3338588:0.3320277:0.00071:0.0002202:-0.0000281	192	0.0007516	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-4-W-70		318-U1361A-027X-4-W-70
0.3338795:0.3331285:0.3329921:-0.0000064:-0.0001279:-0.0002481	192	0.000472	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-5-W-45		318-U1361A-027X-5-W-45
0.3351454:0.3343959:0.3304587:-0.0003878:-0.0000531:-0.0002929	192	0.0004738	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-5-W-92		318-U1361A-027X-5-W-92
0.3362108:0.3359361:0.327853:0.0003273:-0.0005294:0.0003706	192	0.0005021	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-027X-6-W-53		318-U1361A-027X-6-W-53
0.3350548:0.337209:0.3277362:0.0006786:0.0044694:-0.0018959	192	0.0002275	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-1-W-84		318-U1361A-028X-1-W-84
0.3342288:0.3383316:0.3274396:0.0005468:-0.0013634:0.0011805	192	0.000189	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-2-W-76		318-U1361A-028X-2-W-76
0.3352775:0.3324781:0.3322443:-0.0002119:0.0004003:-0.0022099	192	0.0002169	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-3-W-52		318-U1361A-028X-3-W-52
0.3377078:0.3350173:0.3272749:0.0004867:-0.0003753:-0.0017232	192	0.000256	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-4-W-81		318-U1361A-028X-4-W-81
0.334234:0.3337051:0.3320609:-0.0000884:0.0001363:-0.0000025	192	0.0004542	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-5-W-40		318-U1361A-028X-5-W-40
0.3356137:0.3304808:0.3339055:-0.0028075:0.000747:-0.0007424	192	0.0005405	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-6-W-49		318-U1361A-028X-6-W-49
0.3399707:0.3368482:0.3231811:0.0005802:-0.0026416:-0.0010967	192	0.0003031	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-028X-7-W-48		318-U1361A-028X-7-W-48
0.3368266:0.3312631:0.3319103:0.0008049:-0.0074238:-0.0024928	192	0.0003775	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-029X-1-W-113		318-U1361A-029X-1-W-113
0.3374323:0.3368184:0.3257493:0.0000401:-0.00091:-0.0003489	192	0.0005874	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-1-W-75		318-U1361A-032X-1-W-75
0.3364655:0.3366389:0.3268956:-0.0004475:0.0003248:0.0007065	192	0.0005915	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-2-W-41		318-U1361A-032X-2-W-41
0.336645:0.3364596:0.3268954:0.0001901:0.0003428:-0.0011158	192	0.0007022	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-3-W-34		318-U1361A-032X-3-W-34
0.3381161:0.3245753:0.3373086:-0.0012977:-0.0016761:-0.0004253	192	0.000785	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-4-W-110		318-U1361A-032X-4-W-110
0.3350079:0.3338652:0.3311269:0.0001185:-0.0000814:0.0001119	192	0.0007137	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-5-W-101		318-U1361A-032X-5-W-101
0.3357196:0.3356416:0.3286387:0.0000663:-0.0008628:-0.0003423	192	0.0007187	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-032X-6-W-59		318-U1361A-032X-6-W-59
0.3362362:0.3361415:0.3276224:-0.000149:0.0009809:0.0018955	192	0.0007041	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-1-W-112		318-U1361A-033X-1-W-112
0.3369457:0.3368586:0.3261957:0.0001715:0.0010826:-0.0009732	192	0.000764	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-2-W-82		318-U1361A-033X-2-W-82
0.3413901:0.3415309:0.3170791:-0.0001962:-0.0009958:0.0037142	192	0.0001577	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-3-W-119		318-U1361A-033X-3-W-119
0.3365174:0.3351097:0.3283729:0.0003496:-0.000098:-0.0003834	192	0.0005478	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-4-W-90		318-U1361A-033X-4-W-90
0.3404307:0.3357544:0.3238149:-0.0033912:-0.0024344:0.0018962	192	0.0002025	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-5-W-38		318-U1361A-033X-5-W-38
0.3388485:0.3394765:0.3216751:0.0002783:-0.0006868:0.0006306	192	9.27e-05	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-033X-6-W-12		318-U1361A-033X-6-W-12
0.3349431:0.3360168:0.3290401:0.0005828:0.0009991:0.0018139	192	0.0002564	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-034X-2-W-138		318-U1361A-034X-2-W-138
0.3373074:0.3391206:0.323572:0.0003768:0.0001396:0.0006017	192	0.0001203	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-034X-3-W-20		318-U1361A-034X-3-W-20
0.3405997:0.3411578:0.3182425:0.0001527:0.0003188:0.0034878	192	0.0001534	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-034X-4-W-35		318-U1361A-034X-4-W-35
0.3399698:0.3410479:0.3189823:-0.0005047:0.000507:0.0044667	192	0.0001162	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-034X-5-W-61		318-U1361A-034X-5-W-61
0.3382518:0.3313782:0.33037:-0.0038597:0.0002774:0.0003438	192	0.000146	Normalized by trace	-1	AMS	This study												Sedimentary	Sediment Layer		Not Specified				AE-H:LP-AN-MS:SO-V:LP-X	g	318-U1361A-034X-6-W-49		318-U1361A-034X-6-W-49
