tab 	samples
azimuth	citations	dip	method_codes	orientation_quality	sample	sample_alternatives	site	timestamp
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_1A-80		XXX-UTESTA-004H_1A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_1A-85		XXX-UTESTA-004H_1A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_1A-90		XXX-UTESTA-004H_1A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_1A-95		XXX-UTESTA-004H_1A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-0		XXX-UTESTA-004H_2A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-10		XXX-UTESTA-004H_2A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-100		XXX-UTESTA-004H_2A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-105		XXX-UTESTA-004H_2A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-110		XXX-UTESTA-004H_2A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-115		XXX-UTESTA-004H_2A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-120		XXX-UTESTA-004H_2A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-125		XXX-UTESTA-004H_2A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-130		XXX-UTESTA-004H_2A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-135		XXX-UTESTA-004H_2A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-140		XXX-UTESTA-004H_2A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-145		XXX-UTESTA-004H_2A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-15		XXX-UTESTA-004H_2A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-150		XXX-UTESTA-004H_2A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-20		XXX-UTESTA-004H_2A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-25		XXX-UTESTA-004H_2A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-30		XXX-UTESTA-004H_2A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-35		XXX-UTESTA-004H_2A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-40		XXX-UTESTA-004H_2A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-45		XXX-UTESTA-004H_2A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-5		XXX-UTESTA-004H_2A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-50		XXX-UTESTA-004H_2A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-55		XXX-UTESTA-004H_2A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-60		XXX-UTESTA-004H_2A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-65		XXX-UTESTA-004H_2A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-70		XXX-UTESTA-004H_2A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-75		XXX-UTESTA-004H_2A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-80		XXX-UTESTA-004H_2A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-85		XXX-UTESTA-004H_2A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-90		XXX-UTESTA-004H_2A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_2A-95		XXX-UTESTA-004H_2A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-0		XXX-UTESTA-004H_3A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-10		XXX-UTESTA-004H_3A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-100		XXX-UTESTA-004H_3A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-105		XXX-UTESTA-004H_3A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-110		XXX-UTESTA-004H_3A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-115		XXX-UTESTA-004H_3A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-120		XXX-UTESTA-004H_3A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-125		XXX-UTESTA-004H_3A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-130		XXX-UTESTA-004H_3A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-135		XXX-UTESTA-004H_3A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-140		XXX-UTESTA-004H_3A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-145		XXX-UTESTA-004H_3A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-15		XXX-UTESTA-004H_3A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-150		XXX-UTESTA-004H_3A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-20		XXX-UTESTA-004H_3A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-25		XXX-UTESTA-004H_3A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-30		XXX-UTESTA-004H_3A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-35		XXX-UTESTA-004H_3A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-40		XXX-UTESTA-004H_3A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-45		XXX-UTESTA-004H_3A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-5		XXX-UTESTA-004H_3A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-50		XXX-UTESTA-004H_3A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-55		XXX-UTESTA-004H_3A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-60		XXX-UTESTA-004H_3A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-65		XXX-UTESTA-004H_3A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-70		XXX-UTESTA-004H_3A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-75		XXX-UTESTA-004H_3A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-80		XXX-UTESTA-004H_3A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-85		XXX-UTESTA-004H_3A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-90		XXX-UTESTA-004H_3A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_3A-95		XXX-UTESTA-004H_3A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-0		XXX-UTESTA-004H_4A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-10		XXX-UTESTA-004H_4A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-100		XXX-UTESTA-004H_4A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-105		XXX-UTESTA-004H_4A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-110		XXX-UTESTA-004H_4A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-115		XXX-UTESTA-004H_4A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-120		XXX-UTESTA-004H_4A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-125		XXX-UTESTA-004H_4A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-130		XXX-UTESTA-004H_4A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-135		XXX-UTESTA-004H_4A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-140		XXX-UTESTA-004H_4A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-145		XXX-UTESTA-004H_4A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-15		XXX-UTESTA-004H_4A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-150		XXX-UTESTA-004H_4A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-20		XXX-UTESTA-004H_4A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-25		XXX-UTESTA-004H_4A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-30		XXX-UTESTA-004H_4A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-35		XXX-UTESTA-004H_4A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-40		XXX-UTESTA-004H_4A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-45		XXX-UTESTA-004H_4A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-5		XXX-UTESTA-004H_4A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-50		XXX-UTESTA-004H_4A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-55		XXX-UTESTA-004H_4A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-60		XXX-UTESTA-004H_4A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-65		XXX-UTESTA-004H_4A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-70		XXX-UTESTA-004H_4A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-75		XXX-UTESTA-004H_4A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-80		XXX-UTESTA-004H_4A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-85		XXX-UTESTA-004H_4A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-90		XXX-UTESTA-004H_4A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_4A-95		XXX-UTESTA-004H_4A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-0		XXX-UTESTA-004H_5A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-10		XXX-UTESTA-004H_5A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-100		XXX-UTESTA-004H_5A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-105		XXX-UTESTA-004H_5A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-110		XXX-UTESTA-004H_5A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-115		XXX-UTESTA-004H_5A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-120		XXX-UTESTA-004H_5A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-125		XXX-UTESTA-004H_5A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-130		XXX-UTESTA-004H_5A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-135		XXX-UTESTA-004H_5A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-140		XXX-UTESTA-004H_5A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-145		XXX-UTESTA-004H_5A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-15		XXX-UTESTA-004H_5A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-150		XXX-UTESTA-004H_5A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-20		XXX-UTESTA-004H_5A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-25		XXX-UTESTA-004H_5A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-30		XXX-UTESTA-004H_5A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-35		XXX-UTESTA-004H_5A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-40		XXX-UTESTA-004H_5A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-45		XXX-UTESTA-004H_5A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-5		XXX-UTESTA-004H_5A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-50		XXX-UTESTA-004H_5A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-55		XXX-UTESTA-004H_5A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-60		XXX-UTESTA-004H_5A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-65		XXX-UTESTA-004H_5A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-70		XXX-UTESTA-004H_5A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-75		XXX-UTESTA-004H_5A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-80		XXX-UTESTA-004H_5A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-85		XXX-UTESTA-004H_5A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-90		XXX-UTESTA-004H_5A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_5A-95		XXX-UTESTA-004H_5A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-0		XXX-UTESTA-004H_6A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-10		XXX-UTESTA-004H_6A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-15		XXX-UTESTA-004H_6A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-20		XXX-UTESTA-004H_6A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-25		XXX-UTESTA-004H_6A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-30		XXX-UTESTA-004H_6A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-35		XXX-UTESTA-004H_6A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-40		XXX-UTESTA-004H_6A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-45		XXX-UTESTA-004H_6A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-5		XXX-UTESTA-004H_6A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-50		XXX-UTESTA-004H_6A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-55		XXX-UTESTA-004H_6A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-60		XXX-UTESTA-004H_6A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-65		XXX-UTESTA-004H_6A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-70		XXX-UTESTA-004H_6A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-75		XXX-UTESTA-004H_6A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-80		XXX-UTESTA-004H_6A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-85		XXX-UTESTA-004H_6A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_6A-90		XXX-UTESTA-004H_6A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-0		XXX-UTESTA-004H_7A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-10		XXX-UTESTA-004H_7A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-15		XXX-UTESTA-004H_7A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-20		XXX-UTESTA-004H_7A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-25		XXX-UTESTA-004H_7A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-30		XXX-UTESTA-004H_7A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-35		XXX-UTESTA-004H_7A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-40		XXX-UTESTA-004H_7A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-45		XXX-UTESTA-004H_7A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-5		XXX-UTESTA-004H_7A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-50		XXX-UTESTA-004H_7A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-55		XXX-UTESTA-004H_7A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-60		XXX-UTESTA-004H_7A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-004H_7A-65		XXX-UTESTA-004H_7A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-0		XXX-UTESTA-005H_1A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-10		XXX-UTESTA-005H_1A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-100		XXX-UTESTA-005H_1A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-105		XXX-UTESTA-005H_1A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-110		XXX-UTESTA-005H_1A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-115		XXX-UTESTA-005H_1A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-120		XXX-UTESTA-005H_1A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-125		XXX-UTESTA-005H_1A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-130		XXX-UTESTA-005H_1A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-135		XXX-UTESTA-005H_1A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-140		XXX-UTESTA-005H_1A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-145		XXX-UTESTA-005H_1A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-15		XXX-UTESTA-005H_1A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-150		XXX-UTESTA-005H_1A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-20		XXX-UTESTA-005H_1A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-25		XXX-UTESTA-005H_1A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-30		XXX-UTESTA-005H_1A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-35		XXX-UTESTA-005H_1A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-40		XXX-UTESTA-005H_1A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-45		XXX-UTESTA-005H_1A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-5		XXX-UTESTA-005H_1A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-50		XXX-UTESTA-005H_1A-50	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-55		XXX-UTESTA-005H_1A-55	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-60		XXX-UTESTA-005H_1A-60	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-65		XXX-UTESTA-005H_1A-65	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-70		XXX-UTESTA-005H_1A-70	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-75		XXX-UTESTA-005H_1A-75	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-80		XXX-UTESTA-005H_1A-80	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-85		XXX-UTESTA-005H_1A-85	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-90		XXX-UTESTA-005H_1A-90	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_1A-95		XXX-UTESTA-005H_1A-95	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-0		XXX-UTESTA-005H_2A-0	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-10		XXX-UTESTA-005H_2A-10	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-100		XXX-UTESTA-005H_2A-100	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-105		XXX-UTESTA-005H_2A-105	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-110		XXX-UTESTA-005H_2A-110	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-115		XXX-UTESTA-005H_2A-115	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-120		XXX-UTESTA-005H_2A-120	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-125		XXX-UTESTA-005H_2A-125	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-130		XXX-UTESTA-005H_2A-130	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-135		XXX-UTESTA-005H_2A-135	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-140		XXX-UTESTA-005H_2A-140	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-145		XXX-UTESTA-005H_2A-145	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-15		XXX-UTESTA-005H_2A-15	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-150		XXX-UTESTA-005H_2A-150	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-20		XXX-UTESTA-005H_2A-20	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-25		XXX-UTESTA-005H_2A-25	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-30		XXX-UTESTA-005H_2A-30	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-35		XXX-UTESTA-005H_2A-35	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-40		XXX-UTESTA-005H_2A-40	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-45		XXX-UTESTA-005H_2A-45	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-5		XXX-UTESTA-005H_2A-5	
0	This study	0	FS-C-DRILL-IODP:SO-V	g	XXX-UTESTA-005H_2A-50		XXX-UTESTA-005H_2A-50	
